Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230724:0010,0.0,0.0,0.0,25.55,2.9,0.0
20230724:0110,0.0,0.0,0.0,24.38,2.83,0.0
20230724:0210,0.0,0.0,0.0,23.29,2.69,0.0
20230724:0310,0.0,0.0,0.0,22.26,2.69,0.0
20230724:0410,0.0,0.0,0.0,21.3,2.76,0.0
20230724:0510,0.0,0.0,0.0,20.38,2.55,0.0
20230724:0610,25780.0,46.35,9.14,19.79,2.62,0.0
20230724:0710,125620.0,198.14,20.45,20.11,2.62,0.0
20230724:0810,323900.0,421.23,32.06,21.48,2.48,0.0
20230724:0910,508120.0,651.15,43.67,23.43,2.55,0.0
20230724:1010,634960.0,828.03,54.86,25.48,2.9,0.0
20230724:1110,708790.0,940.06,64.67,27.33,3.31,0.0
20230724:1210,740260.0,991.26,70.56,28.83,3.66,0.0
20230724:1310,732410.0,982.45,68.82,30.05,3.93,0.0
20230724:1410,672500.0,895.12,60.8,30.88,4.21,0.0
20230724:1510,572390.0,753.45,50.22,31.35,4.48,0.0
20230724:1610,417830.0,550.28,38.78,31.36,4.69,0.0
20230724:1710,231110.0,326.79,27.13,30.97,4.83,0.0
20230724:1810,55970.0,112.64,15.62,30.19,4.69,0.0
20230724:1910,9170.0,23.61,4.52,29.11,4.07,0.0
20230724:2010,0.0,0.0,0.0,27.75,3.52,0.0
20230724:2110,0.0,0.0,0.0,26.5,3.45,0.0
20230724:2210,0.0,0.0,0.0,25.31,3.45,0.0
20230724:2310,0.0,0.0,0.0,24.13,3.24,0.0
20230725:0010,0.0,0.0,0.0,23.07,2.97,0.0
20230725:0110,0.0,0.0,0.0,22.09,2.76,0.0
20230725:0210,0.0,0.0,0.0,21.21,2.62,0.0
20230725:0310,0.0,0.0,0.0,20.43,2.48,0.0
20230725:0410,0.0,0.0,0.0,19.7,2.34,0.0
20230725:0510,0.0,0.0,0.0,19.06,2.14,0.0
20230725:0610,25250.0,45.47,9.01,18.75,1.86,0.0
20230725:0710,127130.0,200.63,20.33,19.62,2.21,0.0
20230725:0810,329560.0,429.26,31.93,21.21,2.07,0.0
20230725:0910,510760.0,657.83,43.54,23.16,2.0,0.0
20230725:1010,630520.0,831.38,54.72,25.2,2.0,0.0
20230725:1110,703410.0,948.39,64.5,27.1,2.14,0.0
20230725:1210,734020.0,1000.69,70.35,28.71,2.41,0.0
20230725:1310,727030.0,990.86,68.63,29.99,2.76,0.0
20230725:1410,677520.0,914.51,60.65,30.91,3.1,0.0
20230725:1510,568520.0,756.76,50.1,31.43,3.31,0.0
20230725:1610,420880.0,559.06,38.66,31.56,3.45,0.0
20230725:1710,234360.0,333.9,27.02,31.33,3.45,0.0
20230725:1810,53990.0,112.23,15.5,30.69,3.24,0.0
20230725:1910,8050.0,21.86,4.38,29.95,2.41,0.0
20230725:2010,0.0,0.0,0.0,28.33,2.07,0.0
20230725:2110,0.0,0.0,0.0,26.91,2.0,0.0
20230725:2210,0.0,0.0,0.0,25.51,1.93,0.0
20230725:2310,0.0,0.0,0.0,24.01,1.79,0.0
20230726:0010,0.0,0.0,0.0,22.78,1.59,0.0
20230726:0110,0.0,0.0,0.0,22.5,1.45,0.0
20230726:0210,0.0,0.0,0.0,22.95,1.1,0.0
20230726:0310,0.0,0.0,0.0,22.49,0.9,0.0
20230726:0410,0.0,0.0,0.0,21.65,0.97,0.0
20230726:0510,0.0,0.0,0.0,21.03,0.83,0.0
20230726:0610,24300.0,44.6,8.87,20.82,0.62,0.0
20230726:0710,124020.0,199.67,20.2,21.18,0.28,0.0
20230726:0810,321580.0,431.92,31.81,25.24,0.76,0.0
20230726:0910,498560.0,662.35,43.41,27.99,1.45,0.0
20230726:1010,609440.0,833.44,54.58,30.19,1.31,0.0
20230726:1110,665930.0,945.32,64.33,31.92,0.76,0.0
20230726:1210,688220.0,1002.85,70.14,33.28,0.41,0.0
20230726:1310,681490.0,993.03,68.43,34.39,0.55,0.0
20230726:1410,639620.0,915.62,60.5,35.19,0.9,0.0
20230726:1510,545760.0,762.48,49.96,35.71,1.24,0.0
20230726:1610,406340.0,559.88,38.54,35.81,1.66,0.0
20230726:1710,227700.0,333.54,26.89,35.54,2.0,0.0
20230726:1810,52790.0,112.26,15.37,34.85,2.28,0.0
20230726:1910,7870.0,21.86,4.25,33.53,2.07,0.0
20230726:2010,0.0,0.0,0.0,31.37,2.0,0.0
20230726:2110,0.0,0.0,0.0,29.47,1.52,0.0
20230726:2210,0.0,0.0,0.0,27.65,1.52,0.0
20230726:2310,0.0,0.0,0.0,26.38,2.41,0.0
20230727:0010,0.0,0.0,0.0,25.76,2.9,0.0
20230727:0110,0.0,0.0,0.0,25.13,3.1,0.0
20230727:0210,0.0,0.0,0.0,24.46,2.69,0.0
20230727:0310,0.0,0.0,0.0,23.74,2.34,0.0
20230727:0410,0.0,0.0,0.0,23.02,2.14,0.0
20230727:0510,0.0,0.0,0.0,22.28,2.07,0.0
20230727:0610,22920.0,42.85,8.74,21.84,2.0,0.0
20230727:0710,123830.0,198.97,20.07,23.22,1.86,0.0
20230727:0810,323710.0,429.33,31.68,25.36,2.41,0.0
20230727:0910,502090.0,655.06,43.28,27.38,2.76,0.0
20230727:1010,618060.0,820.63,54.43,29.17,2.97,0.0
20230727:1110,695560.0,941.2,64.15,30.65,3.1,0.0
20230727:1210,733050.0,1004.06,69.92,31.77,3.17,0.0
20230727:1310,721020.0,988.93,68.22,32.58,3.24,0.0
20230727:1410,669200.0,911.64,60.33,33.13,3.24,0.0
20230727:1510,564220.0,758.58,49.83,33.3,3.24,0.0
20230727:1610,417460.0,559.49,38.41,33.19,3.31,0.0
20230727:1710,230110.0,330.17,26.77,32.81,3.38,0.0
20230727:1810,53480.0,111.48,15.24,32.03,3.52,0.0
20230727:1910,7510.0,20.99,4.1,30.31,3.1,0.0
20230727:2010,0.0,0.0,0.0,28.86,2.62,0.0
20230727:2110,0.0,0.0,0.0,27.53,2.48,0.0
20230727:2210,0.0,0.0,0.0,26.42,2.41,0.0
20230727:2310,0.0,0.0,0.0,25.4,2.34,0.0
20230728:0010,0.0,0.0,0.0,24.37,2.28,0.0
20230728:0110,0.0,0.0,0.0,23.4,2.21,0.0
20230728:0210,0.0,0.0,0.0,22.5,2.21,0.0
20230728:0310,0.0,0.0,0.0,21.69,2.28,0.0
20230728:0410,0.0,0.0,0.0,20.92,2.14,0.0
20230728:0510,0.0,0.0,0.0,20.21,2.0,0.0
20230728:0610,23160.0,42.85,8.6,19.79,1.66,0.0
20230728:0710,123780.0,197.05,19.94,20.48,1.24,0.0
20230728:0810,322900.0,426.47,31.56,22.24,0.9,0.0
20230728:0910,491330.0,647.1,43.15,24.57,0.76,0.0
20230728:1010,607370.0,818.66,54.28,26.94,1.1,0.0
20230728:1110,684910.0,939.21,63.97,29.02,1.66,0.0
20230728:1210,726840.0,1003.16,69.7,30.67,2.28,0.0
20230728:1310,720510.0,993.35,68.01,31.84,2.62,0.0
20230728:1410,667910.0,910.79,60.16,32.67,2.97,0.0
20230728:1510,566670.0,761.47,49.68,33.06,3.17,0.0
20230728:1610,416690.0,558.56,38.28,33.05,3.17,0.0
20230728:1710,229880.0,330.24,26.64,32.72,3.1,0.0
20230728:1810,51350.0,109.52,15.1,32.08,2.9,0.0
20230728:1910,7460.0,20.99,3.96,31.25,2.14,0.0
20230728:2010,0.0,0.0,0.0,29.65,1.79,0.0
20230728:2110,0.0,0.0,0.0,28.08,1.79,0.0
20230728:2210,0.0,0.0,0.0,26.52,1.93,0.0
20230728:2310,0.0,0.0,0.0,25.28,2.07,0.0
20230729:0010,0.0,0.0,0.0,24.49,2.28,0.0
20230729:0110,0.0,0.0,0.0,23.89,2.41,0.0
20230729:0210,0.0,0.0,0.0,23.19,2.28,0.0
20230729:0310,0.0,0.0,0.0,22.39,2.0,0.0
20230729:0410,0.0,0.0,0.0,21.65,1.86,0.0
20230729:0510,0.0,0.0,0.0,21.04,1.86,0.0
20230729:0610,22400.0,41.97,8.46,20.79,1.66,0.0
20230729:0710,121720.0,195.98,19.81,22.69,1.38,0.0
20230729:0810,317540.0,422.12,31.43,24.77,1.59,0.0
20230729:0910,484800.0,638.87,43.02,27.09,1.59,0.0
20230729:1010,606070.0,817.69,54.13,29.45,1.79,0.0
20230729:1110,683360.0,938.35,63.78,31.39,2.28,0.0
20230729:1210,722590.0,1001.31,69.47,32.84,2.69,0.0
20230729:1310,715720.0,991.49,67.8,33.86,2.97,0.0
20230729:1410,658560.0,903.72,59.99,34.58,3.17,0.0
20230729:1510,557680.0,755.64,49.54,34.95,3.24,0.0
20230729:1610,411800.0,556.42,38.14,34.88,3.31,0.0
20230729:1710,227660.0,330.18,26.5,34.56,3.24,0.0
20230729:1810,49840.0,108.55,14.96,33.94,3.17,0.0
20230729:1910,6370.0,19.24,3.8,33.05,2.55,0.0
20230729:2010,0.0,0.0,0.0,31.47,2.14,0.0
20230729:2110,0.0,0.0,0.0,30.16,2.14,0.0
20230729:2210,0.0,0.0,0.0,28.96,2.28,0.0
20230729:2310,0.0,0.0,0.0,27.9,2.34,0.0
20230730:0010,0.0,0.0,0.0,26.91,2.14,0.0
20230730:0110,0.0,0.0,0.0,25.91,2.0,0.0
20230730:0210,0.0,0.0,0.0,24.89,1.86,0.0
20230730:0310,0.0,0.0,0.0,23.93,1.72,0.0
20230730:0410,0.0,0.0,0.0,23.03,1.66,0.0
20230730:0510,0.0,0.0,0.0,22.22,1.52,0.0
20230730:0610,21640.0,41.1,8.31,21.78,1.31,0.0
20230730:0710,119440.0,193.84,19.68,24.01,1.17,0.0
20230730:0810,314220.0,421.77,31.3,26.17,1.24,0.0
20230730:0910,480100.0,638.73,42.88,28.53,1.38,0.0
20230730:1010,601920.0,817.78,53.98,30.68,1.72,0.0
20230730:1110,673690.0,933.28,63.59,32.62,2.07,0.0
20230730:1210,709400.0,991.88,69.24,34.15,2.48,0.0
20230730:1310,703110.0,982.16,67.57,35.27,2.83,0.0
20230730:1410,650760.0,899.79,59.81,35.98,3.1,0.0
20230730:1510,552060.0,751.81,49.38,36.28,3.38,0.0
20230730:1610,405440.0,550.31,38.0,36.19,3.59,0.0
20230730:1710,224230.0,326.6,26.36,35.77,3.66,0.0
20230730:1810,49650.0,107.34,14.81,35.08,3.59,0.0
20230730:1910,5830.0,18.36,3.64,34.07,2.9,0.0
20230730:2010,0.0,0.0,0.0,32.44,2.55,0.0
20230730:2110,0.0,0.0,0.0,31.04,2.69,0.0
20230730:2210,0.0,0.0,0.0,29.72,2.83,0.0
20230730:2310,0.0,0.0,0.0,28.46,2.9,0.0
20230731:0010,0.0,0.0,0.0,27.22,2.76,0.0
20230731:0110,0.0,0.0,0.0,26.09,2.48,0.0
20230731:0210,0.0,0.0,0.0,25.06,2.34,0.0
20230731:0310,0.0,0.0,0.0,24.14,2.14,0.0
20230731:0410,0.0,0.0,0.0,23.24,1.93,0.0
20230731:0510,0.0,0.0,0.0,22.4,1.86,0.0
20230731:0610,20370.0,39.35,8.17,21.8,1.66,0.0
20230731:0710,121230.0,195.59,19.54,22.33,1.79,0.0
20230731:0810,320070.0,423.66,31.17,23.95,1.59,0.0
20230731:0910,493890.0,649.23,42.75,26.15,1.45,0.0
20230731:1010,610540.0,822.2,53.83,28.56,1.66,0.0
20230731:1110,686620.0,944.11,63.4,30.86,2.07,0.0
20230731:1210,714010.0,989.74,69.0,32.63,2.55,0.0
20230731:1310,703690.0,974.63,67.35,33.83,2.9,0.0
20230731:1410,654940.0,898.99,59.62,34.63,3.17,0.0
20230731:1510,554910.0,751.25,49.22,35.03,3.38,0.0
20230731:1610,409760.0,553.4,37.85,35.07,3.52,0.0
20230731:1710,226030.0,327.2,26.21,34.77,3.59,0.0
20230731:1810,51770.0,108.7,14.66,34.2,3.59,0.0
20230731:1910,5380.0,17.49,3.48,33.11,3.1,0.0
20230731:2010,0.0,0.0,0.0,31.54,2.83,0.0
20230731:2110,0.0,0.0,0.0,30.25,3.24,0.0
20230731:2210,0.0,0.0,0.0,28.99,3.66,0.0
20230731:2310,0.0,0.0,0.0,27.68,3.66,0.0
20230801:0010,0.0,0.0,0.0,26.47,3.31,0.0
20230801:0110,0.0,0.0,0.0,25.35,3.03,0.0
20230801:0210,0.0,0.0,0.0,24.3,2.97,0.0
20230801:0310,0.0,0.0,0.0,23.35,2.9,0.0
20230801:0410,0.0,0.0,0.0,22.45,2.83,0.0
20230801:0510,0.0,0.0,0.0,21.61,2.69,0.0
20230801:0610,21740.0,41.1,8.02,21.02,2.55,0.0
20230801:0710,123260.0,196.59,19.41,21.6,2.34,0.0
20230801:0810,327090.0,429.17,31.03,23.21,2.34,0.0
20230801:0910,504270.0,654.29,42.61,25.36,2.28,0.0
20230801:1010,624130.0,828.67,53.67,27.74,2.41,0.0
20230801:1110,695880.0,945.43,63.2,30.08,2.62,0.0
20230801:1210,723460.0,997.56,68.76,32.0,2.76,0.0
20230801:1310,713720.0,987.94,67.11,33.44,2.9,0.0
20230801:1410,666030.0,916.09,59.43,34.42,3.03,0.0
20230801:1510,557950.0,756.46,49.06,34.97,3.24,0.0
20230801:1610,412070.0,557.06,37.7,35.06,3.38,0.0
20230801:1710,227190.0,329.17,26.06,34.83,3.45,0.0
20230801:1810,50210.0,107.45,14.5,34.2,3.52,0.0
20230801:1910,4890.0,16.61,3.31,33.27,2.69,0.0
20230801:2010,0.0,0.0,0.0,31.65,2.34,0.0
20230801:2110,0.0,0.0,0.0,30.32,2.41,0.0
20230801:2210,0.0,0.0,0.0,29.18,2.69,0.0
20230801:2310,0.0,0.0,0.0,28.14,2.97,0.0
20230802:0010,0.0,0.0,0.0,27.05,3.1,0.0
20230802:0110,0.0,0.0,0.0,25.96,3.1,0.0
20230802:0210,0.0,0.0,0.0,24.9,2.97,0.0
20230802:0310,0.0,0.0,0.0,23.89,2.9,0.0
20230802:0410,0.0,0.0,0.0,22.99,2.76,0.0
20230802:0510,0.0,0.0,0.0,22.19,2.76,0.0
20230802:0610,20410.0,39.35,7.88,21.63,2.55,0.0
20230802:0710,121720.0,193.66,19.27,22.19,2.83,0.0
20230802:0810,323950.0,424.28,30.9,23.63,2.97,0.0
20230802:0910,504990.0,650.56,42.47,25.59,3.1,0.0
20230802:1010,624510.0,819.71,53.51,27.74,3.31,0.0
20230802:1110,699160.0,936.18,63.0,29.86,3.59,0.0
20230802:1210,724870.0,982.59,68.51,31.61,3.79,0.0
20230802:1310,719320.0,977.54,66.87,32.78,4.0,0.0
20230802:1410,668590.0,901.73,59.23,33.51,4.28,0.0
20230802:1510,561620.0,748.61,48.88,33.77,4.41,0.0
20230802:1610,413190.0,550.68,37.54,33.63,4.48,0.0
20230802:1710,226540.0,324.45,25.9,33.2,4.55,0.0
20230802:1810,49930.0,106.04,14.34,32.45,4.48,0.0
20230802:1910,4470.0,15.74,3.14,31.51,3.79,0.0
20230802:2010,0.0,0.0,0.0,30.08,3.59,0.0
20230802:2110,0.0,0.0,0.0,28.82,3.66,0.0
20230802:2210,0.0,0.0,0.0,27.56,3.93,0.0
20230802:2310,0.0,0.0,0.0,26.25,3.86,0.0
20230803:0010,0.0,0.0,0.0,25.08,3.52,0.0
20230803:0110,0.0,0.0,0.0,24.08,3.38,0.0
20230803:0210,0.0,0.0,0.0,23.19,3.38,0.0
20230803:0310,0.0,0.0,0.0,22.42,3.24,0.0
20230803:0410,0.0,0.0,0.0,21.65,2.97,0.0
20230803:0510,0.0,0.0,0.0,20.93,2.76,0.0
20230803:0610,24400.0,44.6,7.73,20.38,2.83,0.0
20230803:0710,122870.0,193.25,19.13,21.07,3.1,0.0
20230803:0810,327530.0,426.06,30.76,22.19,2.9,0.0
20230803:0910,506400.0,650.09,42.33,24.13,2.69,0.0
20230803:1010,626350.0,819.05,53.35,26.21,2.97,0.0
20230803:1110,701540.0,935.33,62.8,28.17,3.24,0.0
20230803:1210,735470.0,992.87,68.26,29.79,3.45,0.0
20230803:1310,726530.0,983.31,66.63,31.07,3.66,0.0
20230803:1410,677370.0,910.6,59.02,31.93,3.86,0.0
20230803:1510,569720.0,756.93,48.71,32.38,4.0,0.0
20230803:1610,416570.0,552.6,37.37,32.39,4.21,0.0
20230803:1710,227310.0,323.83,25.74,32.01,4.21,0.0
20230803:1810,51940.0,106.49,14.17,31.24,4.14,0.0
20230803:1910,4030.0,14.87,2.96,30.34,3.66,0.0
20230803:2010,0.0,0.0,0.0,28.58,3.45,0.0
20230803:2110,0.0,0.0,0.0,27.13,3.38,0.0
20230803:2210,0.0,0.0,0.0,25.82,3.17,0.0
20230803:2310,0.0,0.0,0.0,24.57,2.83,0.0
20230804:0010,0.0,0.0,0.0,23.44,2.41,0.0
20230804:0110,0.0,0.0,0.0,22.38,2.14,0.0
20230804:0210,0.0,0.0,0.0,21.33,1.79,0.0
20230804:0310,0.0,0.0,0.0,20.45,1.66,0.0
20230804:0410,0.0,0.0,0.0,20.52,2.41,0.0
20230804:0510,0.0,0.0,0.0,20.61,3.1,0.0
20230804:0610,19900.0,38.48,7.58,20.61,3.52,0.0
20230804:0710,123880.0,195.8,18.99,20.94,4.0,0.0
20230804:0810,334200.0,431.36,30.63,22.17,4.48,0.0
20230804:0910,517720.0,655.58,42.18,23.85,4.34,0.0
20230804:1010,639730.0,824.64,53.18,25.72,4.28,0.0
20230804:1110,717450.0,946.5,62.59,27.51,4.0,0.0
20230804:1210,751500.0,1010.91,68.0,29.05,3.59,0.0
20230804:1310,737000.0,1000.15,66.37,30.24,3.24,0.0
20230804:1410,683330.0,926.97,58.81,31.17,2.9,0.0
20230804:1510,570230.0,765.41,48.52,31.74,2.69,0.0
20230804:1610,420230.0,562.82,37.2,31.95,2.55,0.0
20230804:1710,231180.0,331.57,25.57,31.83,2.69,0.0
20230804:1810,48530.0,105.01,14.0,31.29,2.76,0.0
20230804:1910,3130.0,13.12,2.77,30.0,2.28,0.0
20230804:2010,0.0,0.0,0.0,28.28,2.07,0.0
20230804:2110,0.0,0.0,0.0,26.79,2.07,0.0
20230804:2210,0.0,0.0,0.0,25.53,2.21,0.0
20230804:2310,0.0,0.0,0.0,24.6,2.34,0.0
20230805:0010,0.0,0.0,0.0,23.94,2.48,0.0
20230805:0110,0.0,0.0,0.0,23.44,2.69,0.0
20230805:0210,0.0,0.0,0.0,23.03,3.03,0.0
20230805:0310,0.0,0.0,0.0,22.51,3.03,0.0
20230805:0410,0.0,0.0,0.0,21.94,2.97,0.0
20230805:0510,0.0,0.0,0.0,21.35,2.76,0.0
20230805:0610,19220.0,37.6,7.44,20.95,2.55,0.0
20230805:0710,122100.0,195.3,18.85,21.65,2.41,0.0
20230805:0810,327940.0,429.03,30.49,23.74,3.17,0.0
20230805:0910,504960.0,652.1,42.04,26.02,3.1,0.0
20230805:1010,623730.0,825.13,53.01,28.24,2.9,0.0
20230805:1110,696080.0,948.23,62.38,30.15,2.48,0.0
20230805:1210,726310.0,1011.64,67.74,31.78,2.14,0.0
20230805:1310,713920.0,1001.92,66.12,33.09,2.0,0.0
20230805:1410,659670.0,922.24,58.6,34.15,1.86,0.0
20230805:1510,555830.0,765.74,48.33,34.85,1.86,0.0
20230805:1610,408560.0,558.27,37.03,35.13,2.07,0.0
20230805:1710,222140.0,324.06,25.4,35.05,2.21,0.0
20230805:1810,50480.0,105.11,13.82,34.57,2.14,0.0
20230805:1910,2200.0,11.37,2.59,33.41,1.66,0.0
20230805:2010,0.0,0.0,0.0,31.32,1.86,0.0
20230805:2110,0.0,0.0,0.0,29.1,1.59,0.0
20230805:2210,0.0,0.0,0.0,28.12,1.31,0.0
20230805:2310,0.0,0.0,0.0,28.59,0.9,0.0
20230806:0010,0.0,0.0,0.0,28.16,0.69,0.0
20230806:0110,0.0,0.0,0.0,25.65,1.24,0.0
20230806:0210,0.0,0.0,0.0,22.84,1.72,0.0
20230806:0310,0.0,0.0,0.0,21.91,1.72,0.0
20230806:0410,0.0,0.0,0.0,21.12,1.59,0.0
20230806:0510,0.0,0.0,0.0,20.54,1.52,0.0
20230806:0610,19270.0,37.6,7.29,20.29,1.52,0.0
20230806:0710,120530.0,192.47,18.71,22.75,0.83,0.0
20230806:0810,312780.0,426.15,30.35,28.11,0.55,0.0
20230806:0910,470310.0,643.92,41.89,31.46,0.48,0.0
20230806:1010,578210.0,820.31,52.85,33.79,0.34,0.0
20230806:1110,657060.0,952.19,62.17,35.4,0.69,0.0
20230806:1210,695590.0,1011.13,67.48,36.58,1.24,0.0
20230806:1310,695310.0,1007.01,65.86,37.51,1.59,0.0
20230806:1410,642290.0,916.4,58.37,38.16,1.86,0.0
20230806:1510,546440.0,764.15,48.14,38.51,2.14,0.0
20230806:1610,402180.0,557.61,36.85,38.48,2.34,0.0
20230806:1710,219210.0,324.47,25.22,38.12,2.55,0.0
20230806:1810,47200.0,103.09,13.64,37.33,2.55,0.0
20230806:1910,1760.0,10.49,2.39,36.05,1.93,0.0
20230806:2010,0.0,0.0,0.0,33.93,2.0,0.0
20230806:2110,0.0,0.0,0.0,32.09,1.86,0.0
20230806:2210,0.0,0.0,0.0,30.1,1.79,0.0
20230806:2310,0.0,0.0,0.0,29.08,1.66,0.0
20230807:0010,0.0,0.0,0.0,28.16,1.59,0.0
20230807:0110,0.0,0.0,0.0,26.62,1.79,0.0
20230807:0210,0.0,0.0,0.0,25.62,2.28,0.0
20230807:0310,0.0,0.0,0.0,25.23,2.48,0.0
20230807:0410,0.0,0.0,0.0,24.84,2.55,0.0
20230807:0510,0.0,0.0,0.0,24.5,2.62,0.0
20230807:0610,18880.0,37.6,7.13,24.2,2.62,0.0
20230807:0710,118620.0,191.31,18.57,25.36,2.41,0.0
20230807:0810,313810.0,419.13,30.21,27.76,2.83,0.0
20230807:0910,476870.0,633.54,41.75,30.46,2.34,0.0
20230807:1010,590530.0,815.53,52.67,33.17,1.52,0.0
20230807:1110,655750.0,947.38,61.95,35.61,0.83,0.0
20230807:1210,673830.0,999.5,67.21,37.5,0.55,0.0
20230807:1310,672050.0,995.55,65.59,38.84,0.83,0.0
20230807:1410,622610.0,910.57,58.14,39.73,0.97,0.0
20230807:1510,520770.0,746.1,47.94,40.25,1.03,0.0
20230807:1610,382020.0,541.36,36.66,40.37,1.1,0.0
20230807:1710,207020.0,310.53,25.03,40.16,1.17,0.0
20230807:1810,52660.0,104.34,13.45,39.51,1.24,0.0
20230807:1910,990.0,8.74,2.19,37.97,1.1,0.0
20230807:2010,0.0,0.0,0.0,36.95,0.62,0.0
20230807:2110,0.0,0.0,0.0,33.04,2.41,0.0
20230807:2210,0.0,0.0,0.0,31.59,2.69,0.0
20230807:2310,0.0,0.0,0.0,30.65,2.9,0.0
20230808:0010,0.0,0.0,0.0,29.55,2.62,0.0
20230808:0110,0.0,0.0,0.0,28.48,2.48,0.0
20230808:0210,0.0,0.0,0.0,27.5,2.28,0.0
20230808:0310,0.0,0.0,0.0,26.62,1.72,0.0
20230808:0410,0.0,0.0,0.0,25.52,1.38,0.0
20230808:0510,0.0,0.0,0.0,24.77,1.59,0.0
20230808:0610,18870.0,37.6,6.98,24.13,1.17,0.0
20230808:0710,115320.0,183.24,18.43,26.59,0.76,0.0
20230808:0810,296110.0,404.99,30.07,29.4,0.62,0.0
20230808:0910,451080.0,615.81,41.6,31.44,0.48,0.0
20230808:1010,570140.0,802.22,52.5,33.68,0.55,0.0
20230808:1110,638000.0,927.06,61.73,35.71,0.48,0.0
20230808:1210,670510.0,990.44,66.93,37.43,0.62,0.0
20230808:1310,657080.0,962.5,65.31,38.86,1.1,0.0
20230808:1410,614020.0,886.11,57.91,39.91,1.52,0.0
20230808:1510,512110.0,725.51,47.73,40.56,1.72,0.0
20230808:1610,371350.0,522.44,36.47,40.73,1.86,0.0
20230808:1710,199940.0,298.58,24.84,40.53,2.0,0.0
20230808:1810,52480.0,101.53,13.25,39.9,2.14,0.0
20230808:1910,330.0,7.0,1.99,38.56,1.17,0.0
20230808:2010,0.0,0.0,0.0,36.65,0.76,0.0
20230808:2110,0.0,0.0,0.0,34.57,1.31,0.0
20230808:2210,0.0,0.0,0.0,32.46,2.28,0.0
20230808:2310,0.0,0.0,0.0,31.83,2.69,0.0
20230809:0010,0.0,0.0,0.0,31.1,2.62,0.0
20230809:0110,0.0,0.0,0.0,30.3,2.34,0.0
20230809:0210,0.0,0.0,0.0,29.32,1.86,0.0
20230809:0310,0.0,0.0,0.0,28.12,1.52,0.0
20230809:0410,0.0,0.0,0.0,27.09,1.38,0.0
20230809:0510,0.0,0.0,0.0,26.56,1.24,0.0
20230809:0610,13280.0,29.73,6.83,26.29,1.03,0.0
20230809:0710,85010.0,127.66,18.29,27.79,0.28,0.0
20230809:0810,259580.0,356.99,29.93,30.2,0.14,0.0
20230809:0910,278280.0,378.99,41.45,32.26,0.62,0.0
20230809:1010,510440.0,706.49,52.32,34.46,1.17,0.0
20230809:1110,577730.0,815.27,61.51,36.67,1.52,0.0
20230809:1210,273710.0,381.85,66.66,38.28,1.86,0.0
20230809:1310,441510.0,617.66,65.04,39.81,2.41,0.0
20230809:1410,193250.0,275.77,57.67,40.71,2.76,0.0
20230809:1510,213390.0,302.31,47.52,41.03,3.24,0.0
20230809:1610,319110.0,443.82,36.27,40.7,3.52,0.0
20230809:1710,177470.0,260.7,24.65,39.68,3.17,0.0
20230809:1810,53250.0,94.36,13.06,39.0,2.76,0.0
20230809:1910,0.0,3.5,1.78,36.51,2.48,0.0
20230809:2010,0.0,0.0,0.0,35.01,2.0,0.0
20230809:2110,0.0,0.0,0.0,33.69,1.79,0.0
20230809:2210,0.0,0.0,0.0,32.35,1.79,0.0
20230809:2310,0.0,0.0,0.0,31.14,1.93,0.0
20230810:0010,0.0,0.0,0.0,30.13,2.21,0.0
20230810:0110,0.0,0.0,0.0,29.17,2.28,0.0
20230810:0210,0.0,0.0,0.0,28.19,2.14,0.0
20230810:0310,0.0,0.0,0.0,27.24,2.07,0.0
20230810:0410,0.0,0.0,0.0,26.34,1.93,0.0
20230810:0510,0.0,0.0,0.0,25.47,1.86,0.0
20230810:0610,18200.0,36.73,6.68,24.76,1.72,0.0
20230810:0710,117820.0,187.95,18.14,25.5,1.93,0.0
20230810:0810,314880.0,421.48,29.79,27.07,1.86,0.0
20230810:0910,481520.0,638.89,41.29,29.18,1.86,0.0
20230810:1010,603080.0,818.32,52.15,31.3,2.07,0.0
20230810:1110,679060.0,939.05,61.28,33.28,2.48,0.0
20230810:1210,712970.0,996.72,66.37,34.91,2.83,0.0
20230810:1310,707870.0,991.95,64.75,36.17,3.03,0.0
20230810:1410,651950.0,906.99,57.42,36.98,3.1,0.0
20230810:1510,547170.0,750.61,47.31,37.42,3.24,0.0
20230810:1610,401650.0,549.24,36.07,37.34,3.31,0.0
20230810:1710,216130.0,317.09,24.45,36.89,3.38,0.0
20230810:1810,43860.0,97.63,12.85,36.03,3.17,0.0
20230810:1910,0.0,5.25,1.57,34.65,2.21,0.0
20230810:2010,0.0,0.0,0.0,32.75,2.0,0.0
20230810:2110,0.0,0.0,0.0,31.02,2.0,0.0
20230810:2210,0.0,0.0,0.0,29.26,2.0,0.0
20230810:2310,0.0,0.0,0.0,27.66,2.0,0.0
20230811:0010,0.0,0.0,0.0,26.38,1.93,0.0
20230811:0110,0.0,0.0,0.0,25.51,1.86,0.0
20230811:0210,0.0,0.0,0.0,24.96,1.66,0.0
20230811:0310,0.0,0.0,0.0,24.28,1.52,0.0
20230811:0410,0.0,0.0,0.0,23.57,1.45,0.0
20230811:0510,0.0,0.0,0.0,22.83,1.45,0.0
