Latitude (decimal degrees):	60.169
Longitude (decimal degrees):	24.940
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20231010:1411,6960.0,18.54,7.99,8.08,3.66,0.0
20231010:1511,0.0,0.0,0.0,7.15,4.07,0.0
20231010:1611,0.0,0.0,0.0,5.85,4.41,0.0
20231010:1711,0.0,0.0,0.0,6.43,5.17,0.0
20231010:1811,0.0,0.0,0.0,6.81,5.52,0.0
20231010:1911,0.0,0.0,0.0,7.3,5.79,0.0
20231010:2011,0.0,0.0,0.0,7.83,6.0,0.0
20231010:2111,0.0,0.0,0.0,8.1,6.07,0.0
20231010:2211,0.0,0.0,0.0,8.53,6.83,0.0
20231010:2311,0.0,0.0,0.0,8.69,6.69,0.0
20231011:0011,0.0,0.0,0.0,8.98,6.97,0.0
20231011:0111,0.0,0.0,0.0,9.63,7.52,0.0
20231011:0211,0.0,0.0,0.0,10.15,7.45,0.0
20231011:0311,0.0,0.0,0.0,10.42,7.52,0.0
20231011:0411,0.0,0.0,0.0,10.61,8.34,0.0
20231011:0511,0.0,3.71,1.92,10.68,9.52,0.0
20231011:0611,1540.0,9.27,8.71,11.08,9.38,0.0
20231011:0711,11120.0,25.03,14.59,11.75,9.24,0.0
20231011:0811,11080.0,25.03,19.16,12.31,9.17,0.0
20231011:0911,62550.0,89.93,22.01,12.63,9.03,0.0
20231011:1011,14940.0,30.59,22.88,13.06,7.59,0.0
20231011:1111,18280.0,35.23,21.67,13.54,7.86,0.0
20231011:1211,10370.0,24.1,18.5,13.58,8.14,0.0
20231011:1311,5590.0,16.69,13.68,13.69,8.55,0.0
20231011:1411,21340.0,39.5,7.62,13.76,8.69,0.0
20231011:1511,0.0,0.0,0.0,13.76,8.97,0.0
20231011:1611,0.0,0.0,0.0,13.74,8.69,0.0
20231011:1711,0.0,0.0,0.0,13.72,8.83,0.0
20231011:1811,0.0,0.0,0.0,13.24,9.79,0.0
20231011:1911,0.0,0.0,0.0,11.98,9.52,0.0
20231011:2011,0.0,0.0,0.0,11.45,8.62,0.0
20231011:2111,0.0,0.0,0.0,10.92,8.55,0.0
20231011:2211,0.0,0.0,0.0,9.87,7.59,0.0
20231011:2311,0.0,0.0,0.0,9.6,7.31,0.0
20231012:0011,0.0,0.0,0.0,9.52,6.97,0.0
20231012:0111,0.0,0.0,0.0,9.54,7.45,0.0
20231012:0211,0.0,0.0,0.0,9.58,7.66,0.0
20231012:0311,0.0,0.0,0.0,9.29,8.07,0.0
20231012:0411,0.0,0.0,0.0,9.07,8.9,0.0
20231012:0511,0.0,0.93,1.61,8.65,8.34,0.0
20231012:0611,132810.0,170.73,8.4,8.38,9.17,0.0
20231012:0711,240980.0,285.89,14.26,8.87,9.17,0.0
20231012:0811,316850.0,368.94,18.81,9.35,9.1,0.0
20231012:0911,476020.0,544.89,21.65,9.17,10.28,0.0
20231012:1011,305440.0,355.31,22.5,8.38,8.76,0.0
20231012:1111,143240.0,178.77,21.28,8.67,8.69,0.0
20231012:1211,92870.0,123.06,18.12,9.07,8.83,0.0
20231012:1311,270180.0,319.91,13.31,9.32,8.0,0.0
20231012:1411,72180.0,102.1,7.25,9.32,7.59,0.0
20231012:1511,0.0,0.0,0.0,8.95,6.97,0.0
20231012:1611,0.0,0.0,0.0,8.42,6.69,0.0
20231012:1711,0.0,0.0,0.0,8.07,6.62,0.0
20231012:1811,0.0,0.0,0.0,7.38,6.41,0.0
20231012:1911,0.0,0.0,0.0,6.7,6.14,0.0
20231012:2011,0.0,0.0,0.0,6.46,6.0,0.0
20231012:2111,0.0,0.0,0.0,6.34,6.14,0.0
20231012:2211,0.0,0.0,0.0,6.19,6.21,0.0
20231012:2311,0.0,0.0,0.0,6.01,5.93,0.0
20231013:0011,0.0,0.0,0.0,5.83,5.79,0.0
20231013:0111,0.0,0.0,0.0,5.6,5.86,0.0
20231013:0211,0.0,0.0,0.0,5.58,5.86,0.0
20231013:0311,0.0,0.0,0.0,5.67,5.72,0.0
20231013:0411,0.0,0.0,0.0,5.53,5.31,0.0
20231013:0511,0.0,0.93,1.31,5.35,4.9,0.0
20231013:0611,136400.0,173.88,8.08,5.85,4.9,0.0
20231013:0711,308000.0,361.14,13.93,7.36,4.48,0.0
20231013:0811,317920.0,372.76,18.46,8.84,4.76,0.0
20231013:0911,494750.0,576.91,21.28,10.06,5.45,0.0
20231013:1011,604840.0,716.26,22.13,11.06,4.41,0.0
20231013:1111,517480.0,611.63,20.9,11.82,4.55,0.0
20231013:1211,310240.0,369.09,17.74,11.88,4.9,0.0
20231013:1311,16420.0,32.45,12.94,11.38,5.52,0.0
20231013:1411,57660.0,85.3,6.89,10.62,5.66,0.0
20231013:1511,0.0,0.0,0.0,9.58,5.45,0.0
20231013:1611,0.0,0.0,0.0,8.56,5.17,0.0
20231013:1711,0.0,0.0,0.0,8.29,5.17,0.0
20231013:1811,0.0,0.0,0.0,8.47,5.31,0.0
20231013:1911,0.0,0.0,0.0,8.79,5.79,0.0
20231013:2011,0.0,0.0,0.0,9.14,5.79,0.0
20231013:2111,0.0,0.0,0.0,9.19,6.14,0.0
20231013:2211,0.0,0.0,0.0,8.63,6.41,0.0
20231013:2311,0.0,0.0,0.0,8.51,6.9,0.0
20231014:0011,0.0,0.0,0.0,8.68,7.31,0.0
20231014:0111,0.0,0.0,0.0,9.42,6.76,0.0
20231014:0211,0.0,0.0,0.0,11.2,6.83,0.0
20231014:0311,0.0,0.0,0.0,13.18,8.07,0.0
20231014:0411,0.0,0.0,0.0,13.03,7.45,0.0
20231014:0511,0.0,0.0,0.0,12.57,7.17,0.0
20231014:0611,5070.0,15.76,7.77,12.44,6.34,0.0
20231014:0711,32640.0,53.77,13.6,12.72,5.52,0.0
20231014:0811,97510.0,130.87,18.11,13.1,3.66,0.0
20231014:0911,74700.0,104.61,20.92,12.77,2.83,0.0
20231014:1011,20510.0,38.01,21.75,11.68,3.38,0.0
20231014:1111,27020.0,46.36,20.53,11.01,3.93,0.0
20231014:1211,25680.0,44.5,17.37,10.4,5.86,0.0
20231014:1311,235870.0,284.12,12.57,10.81,7.03,0.0
20231014:1411,10540.0,24.1,6.53,10.77,7.66,0.0
20231014:1511,0.0,0.0,0.0,10.27,8.28,0.0
20231014:1611,0.0,0.0,0.0,9.92,8.69,0.0
20231014:1711,0.0,0.0,0.0,9.17,8.9,0.0
20231014:1811,0.0,0.0,0.0,8.83,9.45,0.0
20231014:1911,0.0,0.0,0.0,8.46,9.1,0.0
20231014:2011,0.0,0.0,0.0,8.05,9.72,0.0
20231014:2111,0.0,0.0,0.0,8.19,10.07,0.0
20231014:2211,0.0,0.0,0.0,7.92,8.14,0.0
20231014:2311,0.0,0.0,0.0,7.95,8.69,0.0
20231015:0011,0.0,0.0,0.0,8.31,8.62,0.0
20231015:0111,0.0,0.0,0.0,8.52,8.55,0.0
20231015:0211,0.0,0.0,0.0,8.62,8.76,0.0
20231015:0311,0.0,0.0,0.0,8.61,8.41,0.0
20231015:0411,0.0,0.0,0.0,8.47,8.34,0.0
20231015:0511,0.0,0.0,0.0,7.96,7.79,0.0
20231015:0611,128980.0,166.71,7.45,7.62,6.55,0.0
20231015:0711,46890.0,69.74,13.27,7.17,5.66,0.0
20231015:0811,102980.0,133.14,17.76,6.37,5.66,0.0
20231015:0911,133830.0,166.96,20.56,6.14,6.07,0.0
20231015:1011,455890.0,520.51,21.38,6.59,6.83,0.0
20231015:1111,325110.0,375.68,20.15,7.22,7.17,0.0
20231015:1211,263110.0,308.43,16.99,7.23,6.07,0.0
20231015:1311,156560.0,192.87,12.21,7.3,6.0,0.0
20231015:1411,42590.0,65.94,6.17,7.03,5.72,0.0
20231015:1511,0.0,0.0,0.0,6.33,5.38,0.0
20231015:1611,0.0,0.0,0.0,5.75,5.45,0.0
20231015:1711,0.0,0.0,0.0,5.23,5.59,0.0
20231015:1811,0.0,0.0,0.0,4.72,5.45,0.0
20231015:1911,0.0,0.0,0.0,4.25,5.17,0.0
20231015:2011,0.0,0.0,0.0,3.98,4.9,0.0
20231015:2111,0.0,0.0,0.0,3.8,4.97,0.0
20231015:2211,0.0,0.0,0.0,3.56,4.55,0.0
20231015:2311,0.0,0.0,0.0,3.44,4.55,0.0
20231016:0011,0.0,0.0,0.0,3.35,4.97,0.0
20231016:0111,0.0,0.0,0.0,3.12,5.1,0.0
20231016:0211,0.0,0.0,0.0,3.01,4.97,0.0
20231016:0311,0.0,0.0,0.0,2.94,4.83,0.0
20231016:0411,0.0,0.0,0.0,3.1,4.76,0.0
20231016:0511,0.0,0.0,0.0,2.94,4.76,0.0
20231016:0611,151880.0,190.26,7.14,3.44,4.97,0.0
20231016:0711,378130.0,434.9,12.94,4.4,4.55,0.0
20231016:0811,513900.0,588.53,17.42,5.64,4.97,0.0
20231016:0911,441220.0,506.11,20.2,6.45,5.38,0.0
20231016:1011,487660.0,559.88,21.01,7.18,5.93,0.0
20231016:1111,373080.0,430.16,19.78,7.51,6.34,0.0
20231016:1211,69150.0,95.67,16.63,7.5,6.0,0.0
20231016:1311,218920.0,262.12,11.85,7.51,5.66,0.0
20231016:1411,35380.0,56.94,5.82,6.86,5.45,0.0
20231016:1511,0.0,0.0,0.0,5.82,5.45,0.0
20231016:1611,0.0,0.0,0.0,5.14,5.66,0.0
20231016:1711,0.0,0.0,0.0,4.79,5.72,0.0
20231016:1811,0.0,0.0,0.0,4.56,5.72,0.0
20231016:1911,0.0,0.0,0.0,4.44,5.72,0.0
20231016:2011,0.0,0.0,0.0,4.39,5.52,0.0
20231016:2111,0.0,0.0,0.0,4.29,5.31,0.0
20231016:2211,0.0,0.0,0.0,4.18,5.1,0.0
20231016:2311,0.0,0.0,0.0,3.97,5.1,0.0
20231017:0011,0.0,0.0,0.0,3.75,5.31,0.0
20231017:0111,0.0,0.0,0.0,3.36,5.17,0.0
20231017:0211,0.0,0.0,0.0,2.99,4.97,0.0
20231017:0311,0.0,0.0,0.0,2.62,4.69,0.0
20231017:0411,0.0,0.0,0.0,2.43,4.55,0.0
20231017:0511,0.0,0.0,0.0,2.02,4.34,0.0
20231017:0611,145250.0,182.23,6.83,2.3,4.41,0.0
20231017:0711,376360.0,431.6,12.61,3.45,4.28,0.0
20231017:0811,519310.0,594.86,17.07,4.96,4.34,0.0
20231017:0911,556240.0,639.15,19.84,6.18,4.97,0.0
20231017:1011,603170.0,697.66,20.64,5.82,4.07,0.0
20231017:1111,376540.0,434.69,19.41,6.03,3.93,0.0
20231017:1211,205680.0,245.39,16.26,5.74,3.38,0.0
20231017:1311,197370.0,239.49,11.49,6.94,2.41,0.0
20231017:1411,48280.0,73.45,5.47,6.46,1.79,0.0
20231017:1511,0.0,0.0,0.0,5.26,2.28,0.0
20231017:1611,0.0,0.0,0.0,3.86,1.52,0.0
20231017:1711,0.0,0.0,0.0,2.78,1.1,0.0
20231017:1811,0.0,0.0,0.0,1.89,0.97,0.0
20231017:1911,0.0,0.0,0.0,1.9,1.86,0.0
20231017:2011,0.0,0.0,0.0,2.04,2.21,0.0
20231017:2111,0.0,0.0,0.0,2.15,1.93,0.0
20231017:2211,0.0,0.0,0.0,1.62,2.41,0.0
20231017:2311,0.0,0.0,0.0,1.68,3.31,0.0
20231018:0011,0.0,0.0,0.0,1.7,3.59,0.0
20231018:0111,0.0,0.0,0.0,1.52,3.52,0.0
20231018:0211,0.0,0.0,0.0,1.33,3.66,0.0
20231018:0311,0.0,0.0,0.0,1.24,3.93,0.0
20231018:0411,0.0,0.0,0.0,1.1,4.21,0.0
20231018:0511,0.0,0.0,0.0,0.9,4.34,0.0
20231018:0611,11790.0,25.03,6.51,1.01,4.28,0.0
20231018:0711,57420.0,80.19,12.29,1.38,4.62,0.0
20231018:0811,62660.0,86.33,16.73,1.82,5.03,0.0
20231018:0911,35950.0,55.63,19.48,2.23,4.83,0.0
20231018:1011,219790.0,256.92,20.28,2.68,4.62,0.0
20231018:1111,38940.0,59.33,19.04,2.95,4.83,0.0
20231018:1211,14390.0,28.74,15.89,2.78,4.62,0.0
20231018:1311,28970.0,47.28,11.13,2.63,4.69,0.0
20231018:1411,770.0,7.42,5.12,2.33,4.48,0.0
20231018:1511,0.0,0.0,0.0,1.91,3.93,0.0
20231018:1611,0.0,0.0,0.0,1.63,3.93,0.0
20231018:1711,0.0,0.0,0.0,1.26,3.79,0.0
20231018:1811,0.0,0.0,0.0,1.19,3.52,0.0
20231018:1911,0.0,0.0,0.0,1.02,3.45,0.0
20231018:2011,0.0,0.0,0.0,0.9,3.52,0.0
20231018:2111,0.0,0.0,0.0,0.77,3.66,0.0
20231018:2211,0.0,0.0,0.0,0.22,3.66,0.0
20231018:2311,0.0,0.0,0.0,-0.04,3.52,0.0
20231019:0011,0.0,0.0,0.0,-0.16,3.59,0.0
20231019:0111,0.0,0.0,0.0,-0.31,3.72,0.0
20231019:0211,0.0,0.0,0.0,-0.39,3.72,0.0
20231019:0311,0.0,0.0,0.0,-0.6,3.79,0.0
20231019:0411,0.0,0.0,0.0,-0.6,3.72,0.0
20231019:0511,0.0,0.0,0.0,-0.61,3.86,0.0
20231019:0611,99070.0,128.72,6.2,-0.46,3.93,0.0
20231019:0711,258330.0,296.54,11.96,0.0,3.93,0.0
20231019:0811,102950.0,130.15,16.39,0.76,4.21,0.0
20231019:0911,58480.0,81.59,19.12,1.61,5.31,0.0
20231019:1011,134840.0,165.66,19.91,2.45,4.97,0.0
20231019:1111,89090.0,116.24,18.67,2.98,5.03,0.0
20231019:1211,17850.0,33.38,15.53,3.34,5.03,0.0
20231019:1311,22900.0,39.87,10.78,3.36,4.62,0.0
20231019:1411,0.0,4.64,4.78,3.04,5.38,0.0
20231019:1511,0.0,0.0,0.0,2.62,5.72,0.0
20231019:1611,0.0,0.0,0.0,2.3,6.07,0.0
20231019:1711,0.0,0.0,0.0,1.97,6.21,0.0
20231019:1811,0.0,0.0,0.0,1.7,6.34,0.0
20231019:1911,0.0,0.0,0.0,1.49,6.34,0.0
20231019:2011,0.0,0.0,0.0,1.38,6.41,0.0
20231019:2111,0.0,0.0,0.0,1.33,6.41,0.0
20231019:2211,0.0,0.0,0.0,1.26,6.41,0.0
20231019:2311,0.0,0.0,0.0,1.08,6.28,0.0
20231020:0011,0.0,0.0,0.0,0.88,6.14,0.0
20231020:0111,0.0,0.0,0.0,0.71,6.07,0.0
20231020:0211,0.0,0.0,0.0,0.51,6.07,0.0
20231020:0311,0.0,0.0,0.0,0.27,6.07,0.0
20231020:0411,0.0,0.0,0.0,0.04,6.07,0.0
20231020:0511,0.0,0.0,0.0,-0.02,6.14,0.0
20231020:0611,127630.0,161.03,5.89,-0.04,5.79,0.0
20231020:0711,385530.0,434.12,11.63,0.66,6.0,0.0
20231020:0811,532290.0,593.74,16.05,1.39,6.55,0.0
20231020:0911,554000.0,619.28,18.77,2.44,7.17,0.0
20231020:1011,540650.0,606.36,19.55,3.21,7.24,0.0
20231020:1111,511980.0,574.99,18.31,3.63,7.38,0.0
20231020:1211,291920.0,334.39,15.18,3.78,6.83,0.0
20231020:1311,166020.0,200.33,10.43,3.62,6.28,0.0
20231020:1411,27020.0,46.14,4.44,2.92,6.0,0.0
20231020:1511,0.0,0.0,0.0,2.0,5.93,0.0
20231020:1611,0.0,0.0,0.0,1.19,5.86,0.0
20231020:1711,0.0,0.0,0.0,0.59,6.0,0.0
20231020:1811,0.0,0.0,0.0,0.35,6.07,0.0
20231020:1911,0.0,0.0,0.0,0.09,5.79,0.0
20231020:2011,0.0,0.0,0.0,-0.01,5.66,0.0
20231020:2111,0.0,0.0,0.0,-0.14,5.72,0.0
20231020:2211,0.0,0.0,0.0,-0.36,5.66,0.0
20231020:2311,0.0,0.0,0.0,-0.47,5.66,0.0
20231021:0011,0.0,0.0,0.0,-0.52,5.59,0.0
20231021:0111,0.0,0.0,0.0,-0.56,5.59,0.0
20231021:0211,0.0,0.0,0.0,-0.66,5.1,0.0
20231021:0311,0.0,0.0,0.0,-0.64,5.03,0.0
20231021:0411,0.0,0.0,0.0,-0.55,5.1,0.0
20231021:0511,0.0,0.0,0.0,-0.63,4.97,0.0
20231021:0611,10530.0,23.18,5.58,-0.2,5.03,0.0
20231021:0711,54120.0,76.28,11.31,0.88,4.62,0.0
20231021:0811,182820.0,216.33,15.71,2.15,4.83,0.0
20231021:0911,221630.0,259.12,18.42,3.27,4.9,0.0
20231021:1011,77490.0,103.95,19.19,4.12,4.9,0.0
20231021:1111,34800.0,54.7,17.95,4.48,5.79,0.0
20231021:1211,92130.0,119.96,14.82,4.44,5.86,0.0
20231021:1311,104280.0,133.41,10.08,4.08,5.31,0.0
20231021:1411,29620.0,49.9,4.1,3.45,5.38,0.0
20231021:1511,0.0,0.0,0.0,2.51,5.45,0.0
20231021:1611,0.0,0.0,0.0,1.94,5.17,0.0
20231021:1711,0.0,0.0,0.0,1.79,4.97,0.0
20231021:1811,0.0,0.0,0.0,1.91,4.97,0.0
20231021:1911,0.0,0.0,0.0,2.07,5.1,0.0
20231021:2011,0.0,0.0,0.0,2.25,4.9,0.0
20231021:2111,0.0,0.0,0.0,2.4,4.69,0.0
20231021:2211,0.0,0.0,0.0,2.5,4.41,0.0
20231021:2311,0.0,0.0,0.0,2.68,3.93,0.0
20231022:0011,0.0,0.0,0.0,2.76,3.86,0.0
20231022:0111,0.0,0.0,0.0,2.82,4.34,0.0
20231022:0211,0.0,0.0,0.0,2.68,4.41,0.0
20231022:0311,0.0,0.0,0.0,2.79,4.55,0.0
20231022:0411,0.0,0.0,0.0,3.07,4.62,0.0
20231022:0511,0.0,0.0,0.0,3.31,4.41,0.0
20231022:0611,7150.0,18.54,5.27,3.4,4.14,0.0
20231022:0711,12960.0,26.89,10.99,3.57,3.66,0.0
20231022:0811,28780.0,47.28,15.37,3.78,3.17,0.0
20231022:0911,14290.0,28.74,18.07,4.03,2.83,0.0
20231022:1011,17020.0,32.45,18.84,4.43,2.34,0.0
20231022:1111,11550.0,25.03,17.6,4.63,2.0,0.0
20231022:1211,6490.0,17.62,14.47,4.79,1.66,0.0
20231022:1311,2600.0,11.13,9.74,4.57,1.38,0.0
20231022:1411,0.0,3.71,3.77,4.54,1.1,0.0
20231022:1511,0.0,0.0,0.0,4.31,1.31,0.0
20231022:1611,0.0,0.0,0.0,4.08,1.59,0.0
20231022:1711,0.0,0.0,0.0,3.97,1.52,0.0
20231022:1811,0.0,0.0,0.0,3.73,1.31,0.0
20231022:1911,0.0,0.0,0.0,3.63,1.31,0.0
20231022:2011,0.0,0.0,0.0,3.5,1.66,0.0
20231022:2111,0.0,0.0,0.0,3.33,1.93,0.0
20231022:2211,0.0,0.0,0.0,3.11,2.07,0.0
20231022:2311,0.0,0.0,0.0,2.85,2.34,0.0
20231023:0011,0.0,0.0,0.0,2.6,2.48,0.0
20231023:0111,0.0,0.0,0.0,2.42,2.41,0.0
20231023:0211,0.0,0.0,0.0,2.3,2.62,0.0
20231023:0311,0.0,0.0,0.0,2.25,2.69,0.0
20231023:0411,0.0,0.0,0.0,2.29,2.76,0.0
20231023:0511,0.0,0.0,0.0,2.26,2.62,0.0
20231023:0611,3170.0,12.05,4.97,2.12,2.62,0.0
20231023:0711,3160.0,12.05,10.67,2.33,2.62,0.0
20231023:0811,7180.0,18.54,15.03,2.56,2.41,0.0
20231023:0911,20010.0,36.16,17.72,2.95,2.21,0.0
20231023:1011,27330.0,45.43,18.48,3.27,2.07,0.0
20231023:1111,28030.0,46.36,17.24,3.56,2.0,0.0
20231023:1211,17090.0,32.45,14.12,3.67,2.0,0.0
20231023:1311,2610.0,11.13,9.4,3.8,2.21,0.0
20231023:1411,0.0,2.78,3.44,3.71,2.21,0.0
20231023:1511,0.0,0.0,0.0,3.45,2.21,0.0
20231023:1611,0.0,0.0,0.0,3.25,2.21,0.0
20231023:1711,0.0,0.0,0.0,3.12,2.34,0.0
20231023:1811,0.0,0.0,0.0,2.92,2.55,0.0
20231023:1911,0.0,0.0,0.0,2.81,2.76,0.0
20231023:2011,0.0,0.0,0.0,2.64,2.55,0.0
20231023:2111,0.0,0.0,0.0,2.42,2.69,0.0
20231023:2211,0.0,0.0,0.0,1.91,2.62,0.0
20231023:2311,0.0,0.0,0.0,1.65,3.03,0.0
20231024:0011,0.0,0.0,0.0,1.4,3.38,0.0
20231024:0111,0.0,0.0,0.0,1.1,3.72,0.0
20231024:0211,0.0,0.0,0.0,0.66,3.86,0.0
20231024:0311,0.0,0.0,0.0,0.25,3.66,0.0
20231024:0411,0.0,0.0,0.0,-0.15,3.72,0.0
20231024:0511,0.0,0.0,0.0,-0.41,3.59,0.0
20231024:0611,29500.0,48.23,4.66,-0.52,3.52,0.0
20231024:0711,166570.0,197.81,10.35,-0.45,3.59,0.0
20231024:0811,303820.0,344.45,14.7,-0.04,3.31,0.0
20231024:0911,45690.0,66.75,17.38,0.64,2.9,0.0
20231024:1011,55120.0,77.88,18.13,1.45,2.28,0.0
20231024:1111,45410.0,66.75,16.89,1.83,2.41,0.0
20231024:1211,15140.0,29.67,13.78,1.96,2.76,0.0
20231024:1311,8460.0,20.4,9.07,1.94,2.97,0.0
20231024:1411,0.0,2.78,3.11,1.66,3.03,0.0
20231024:1511,0.0,0.0,0.0,1.16,3.03,0.0
20231024:1611,0.0,0.0,0.0,0.65,3.17,0.0
20231024:1711,0.0,0.0,0.0,0.7,3.24,0.0
20231024:1811,0.0,0.0,0.0,0.55,3.24,0.0
20231024:1911,0.0,0.0,0.0,0.59,3.1,0.0
20231024:2011,0.0,0.0,0.0,0.45,3.1,0.0
20231024:2111,0.0,0.0,0.0,0.42,3.03,0.0
20231024:2211,0.0,0.0,0.0,0.93,2.83,0.0
20231024:2311,0.0,0.0,0.0,1.03,2.76,0.0
20231025:0011,0.0,0.0,0.0,1.04,2.69,0.0
20231025:0111,0.0,0.0,0.0,1.05,2.48,0.0
20231025:0211,0.0,0.0,0.0,0.96,2.41,0.0
20231025:0311,0.0,0.0,0.0,0.71,2.55,0.0
20231025:0411,0.0,0.0,0.0,0.58,2.55,0.0
20231025:0511,0.0,0.0,0.0,0.35,2.48,0.0
20231025:0611,1690.0,9.27,4.36,0.44,2.83,0.0
20231025:0711,18800.0,34.3,10.03,0.69,3.03,0.0
20231025:0811,18060.0,33.38,14.37,0.99,3.38,0.0
20231025:0911,11760.0,25.03,17.03,1.46,3.86,0.0
20231025:1011,15160.0,29.67,17.78,1.72,3.93,0.0
20231025:1111,17240.0,32.45,16.55,2.11,4.14,0.0
20231025:1211,5990.0,16.69,13.44,2.24,4.34,0.0
20231025:1311,5990.0,16.69,8.73,2.2,4.28,0.0
20231025:1411,0.0,2.62,2.79,1.85,4.69,0.0
20231025:1511,0.0,0.0,0.0,1.12,4.62,0.0
20231025:1611,0.0,0.0,0.0,0.93,4.62,0.0
20231025:1711,0.0,0.0,0.0,0.66,4.55,0.0
20231025:1811,0.0,0.0,0.0,0.49,4.41,0.0
20231025:1911,0.0,0.0,0.0,0.05,4.0,0.0
20231025:2011,0.0,0.0,0.0,0.14,3.93,0.0
20231025:2111,0.0,0.0,0.0,0.3,3.93,0.0
20231025:2211,0.0,0.0,0.0,0.76,4.34,0.0
20231025:2311,0.0,0.0,0.0,0.85,4.76,0.0
20231026:0011,0.0,0.0,0.0,0.9,5.1,0.0
20231026:0111,0.0,0.0,0.0,1.05,5.31,0.0
20231026:0211,0.0,0.0,0.0,0.95,5.45,0.0
20231026:0311,0.0,0.0,0.0,1.07,5.45,0.0
20231026:0411,0.0,0.0,0.0,1.1,5.38,0.0
20231026:0511,0.0,0.0,0.0,1.05,5.24,0.0
20231026:0611,20.0,5.56,4.05,1.02,5.17,0.0
20231026:0711,26920.0,44.5,9.71,1.12,5.31,0.0
20231026:0811,62260.0,85.57,14.04,1.31,5.93,0.0
20231026:0911,86150.0,112.06,16.69,1.49,6.34,0.0
20231026:1011,95630.0,122.54,17.44,1.59,5.52,0.0
20231026:1111,84420.0,110.36,16.2,1.86,5.86,0.0
20231026:1211,48520.0,70.17,13.1,1.97,6.21,0.0
20231026:1311,14450.0,28.74,8.41,2.03,5.93,0.0
20231026:1411,0.0,1.75,2.47,1.94,5.38,0.0
20231026:1511,0.0,0.0,0.0,1.85,5.1,0.0
20231026:1611,0.0,0.0,0.0,1.94,4.97,0.0
20231026:1711,0.0,0.0,0.0,2.07,4.83,0.0
20231026:1811,0.0,0.0,0.0,1.99,4.62,0.0
20231026:1911,0.0,0.0,0.0,1.79,4.34,0.0
20231026:2011,0.0,0.0,0.0,1.71,4.0,0.0
20231026:2111,0.0,0.0,0.0,1.53,3.59,0.0
20231026:2211,0.0,0.0,0.0,1.34,3.24,0.0
20231026:2311,0.0,0.0,0.0,1.3,3.38,0.0
20231027:0011,0.0,0.0,0.0,1.32,3.52,0.0
20231027:0111,0.0,0.0,0.0,1.29,3.79,0.0
20231027:0211,0.0,0.0,0.0,1.17,3.79,0.0
20231027:0311,0.0,0.0,0.0,0.94,3.86,0.0
20231027:0411,0.0,0.0,0.0,0.65,3.93,0.0
20231027:0511,0.0,0.0,0.0,0.58,3.86,0.0
20231027:0611,1220.0,8.34,3.75,0.52,4.07,0.0
20231027:0711,7270.0,18.54,9.4,0.61,4.41,0.0
20231027:0811,16660.0,31.52,13.71,0.68,4.69,0.0
20231027:0911,11800.0,25.03,16.36,0.87,4.83,0.0
20231027:1011,14550.0,28.74,17.1,0.66,4.48,0.0
20231027:1111,9820.0,22.25,15.86,0.7,4.55,0.0
20231027:1211,9170.0,21.32,12.77,0.66,4.55,0.0
20231027:1311,1690.0,9.27,8.08,0.51,4.62,0.0
20231027:1411,0.0,1.75,2.16,0.43,4.55,0.0
20231027:1511,0.0,0.0,0.0,0.28,4.69,0.0
20231027:1611,0.0,0.0,0.0,0.2,4.62,0.0
20231027:1711,0.0,0.0,0.0,0.27,4.41,0.0
20231027:1811,0.0,0.0,0.0,0.27,4.21,0.0
20231027:1911,0.0,0.0,0.0,0.42,4.0,0.0
20231027:2011,0.0,0.0,0.0,0.41,4.07,0.0
20231027:2111,0.0,0.0,0.0,0.36,4.07,0.0
20231027:2211,0.0,0.0,0.0,0.19,3.86,0.0
20231027:2311,0.0,0.0,0.0,-0.09,3.86,0.0
20231028:0011,0.0,0.0,0.0,-0.25,3.79,0.0
20231028:0111,0.0,0.0,0.0,-0.36,3.79,0.0
20231028:0211,0.0,0.0,0.0,-0.35,3.93,0.0
20231028:0311,0.0,0.0,0.0,-0.36,4.0,0.0
20231028:0411,0.0,0.0,0.0,-0.48,3.93,0.0
20231028:0511,0.0,0.0,0.0,-0.52,4.14,0.0
20231028:0611,2190.0,10.2,3.45,-0.5,4.21,0.0
20231028:0711,43300.0,63.5,9.09,-0.53,4.41,0.0
20231028:0811,45170.0,65.82,13.39,-0.41,4.34,0.0
20231028:0911,43540.0,63.97,16.02,-0.3,4.21,0.0
20231028:1011,41060.0,61.19,16.76,0.05,3.79,0.0
20231028:1111,34710.0,53.77,15.53,0.32,3.86,0.0
20231028:1211,16680.0,31.52,12.44,0.4,3.79,0.0
20231028:1311,3750.0,12.98,7.77,0.23,3.66,0.0
20231028:1411,0.0,0.87,1.85,-0.1,3.03,0.0
20231028:1511,0.0,0.0,0.0,-0.4,3.03,0.0
20231028:1611,0.0,0.0,0.0,-0.48,2.83,0.0
20231028:1711,0.0,0.0,0.0,-0.72,2.48,0.0
20231028:1811,0.0,0.0,0.0,-0.73,2.14,0.0
20231028:1911,0.0,0.0,0.0,-0.79,1.86,0.0
20231028:2011,0.0,0.0,0.0,-0.82,1.79,0.0
20231028:2111,0.0,0.0,0.0,-0.92,2.0,0.0
